# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
-8.842,-0.875,1.688,20.14,0.276,0.756,1.0,spiral
-9.804,0.375,-0.596,20.0,0.338,0.682,0.916,spiral
21.452,0.118,-0.781,17.21,1.0,0.826,0.22,elliptical
23.162,-0.047,-0.841,16.99,0.346,1.0,1.0,spiral
12.993,0.128,-0.821,19.46,0.259,0.85,1.0,spiral
-26.076,-0.155,-0.858,19.85,1.0,0.543,0.109,elliptical
-0.367,-0.041,0.14,16.96,1.0,0.946,0.156,elliptical
23.164,0.043,-0.778,16.94,0.459,1.0,1.0,spiral
-0.206,0.22,1.045,18.72,1.0,0.453,0.898,irregular
-16.432,0.296,0.051,17.73,0.281,1.0,1.0,spiral
-23.162,-1.503,-1.023,18.5,0.43,0.839,1.0,spiral
-7.362,-0.978,1.331,16.91,1.0,0.76,0.316,elliptical
-0.488,0.551,-0.681,19.01,1.0,0.621,0.171,elliptical
-6.223,0.321,0.888,16.73,0.335,1.0,1.0,spiral
15.134,-0.115,-0.853,17.51,0.46,1.0,1.0,spiral
23.162,-0.031,-0.831,16.75,1.0,0.79,0.232,elliptical
23.162,-0.023,-0.802,18.63,1.0,0.728,0.367,elliptical
23.161,-0.016,-0.836,16.13,0.563,1.0,1.0,spiral
-25.333,0.179,2.314,16.87,1.0,0.886,0.367,elliptical
18.886,-0.206,-0.684,17.92,0.274,0.975,1.0,spiral
3.105,0.442,0.779,18.37,0.394,0.852,1.0,spiral
-18.325,-0.548,1.028,17.56,1.0,0.82,0.189,elliptical
-15.147,0.1,0.099,17.87,0.349,0.911,1.0,spiral
-15.182,0.82,1.59,18.46,1.0,0.661,0.172,elliptical
-18.67,0.89,0.159,19.03,1.0,0.437,0.999,irregular
0.7,-0.875,-0.966,19.98,0.366,0.785,1.0,spiral
6.47,0.464,-0.669,16.34,0.614,1.0,1.0,spiral
-11.197,-0.28,-0.887,18.21,0.31,0.951,1.0,spiral
22.306,-0.037,-0.791,18.83,0.458,0.955,1.0,spiral
-18.289,-1.097,1.53,19.83,0.946,0.357,0.776,irregular
23.162,0.034,-0.817,15.79,1.0,0.662,1.0,irregular
4.449,-0.858,-0.617,17.02,1.0,0.868,0.23,elliptical
23.164,0.011,-0.773,17.48,0.399,0.976,1.0,spiral
2.996,0.417,0.765,15.94,0.436,1.0,1.0,spiral
-3.045,-0.494,0.02,17.85,0.339,1.0,1.0,spiral
18.468,-0.089,-0.412,16.85,1.0,1.0,0.309,elliptical
20.272,-0.082,-0.87,17.19,0.331,1.0,1.0,spiral
-19.525,0.434,0.476,18.36,1.0,0.825,0.313,elliptical
2.721,0.386,-0.713,17.87,1.0,0.434,1.0,irregular
1.116,0.432,-0.933,20.71,0.93,0.282,0.783,irregular
4.594,0.066,0.653,19.68,0.323,0.727,1.0,spiral
-32.703,-0.925,2.68,19.73,0.953,0.644,0.146,elliptical
23.161,0.004,-0.827,17.17,1.0,0.807,0.326,elliptical
-1.341,-0.155,-0.168,17.27,1.0,0.783,0.322,elliptical
13.101,-0.091,-0.696,17.84,0.308,0.933,1.0,spiral
-7.485,1.324,0.864,18.86,0.431,0.752,1.0,spiral
14.17,0.068,-0.81,16.69,0.481,1.0,1.0,spiral
23.163,-0.024,-0.793,16.6,0.443,1.0,1.0,spiral
-1.429,-1.048,-0.253,19.15,0.23,0.894,1.0,spiral
23.161,-0.01,-0.828,17.11,0.365,0.936,1.0,spiral
20.711,-0.117,-0.583,17.63,1.0,0.651,1.0,irregular
5.823,-0.295,-0.88,18.22,1.0,0.753,0.185,elliptical
15.795,0.231,-0.319,16.48,1.0,0.565,1.0,irregular
-7.308,0.43,0.606,17.64,0.321,0.88,1.0,spiral
-37.308,-0.28,0.064,19.45,0.169,0.902,0.871,dwarf
-48.819,1.225,1.755,19.73,0.374,0.749,1.0,spiral
-0.453,-0.089,0.573,17.24,0.302,0.969,1.0,spiral
9.186,0.359,0.281,17.84,1.0,0.728,0.218,elliptical
-5.414,-0.247,-0.407,17.11,1.0,0.634,1.0,irregular
13.445,-0.138,-0.135,17.61,1.0,0.869,0.259,elliptical
-0.346,-0.74,0.361,19.96,1.0,0.689,0.288,elliptical
5.853,-0.602,0.057,17.13,0.4,0.987,1.0,spiral
-43.148,0.458,1.824,18.86,1.0,0.471,1.0,irregular
-2.817,0.764,0.23,17.62,1.0,0.923,0.297,elliptical
1.869,0.118,-0.236,18.47,1.0,0.788,0.247,elliptical
7.973,0.611,-0.933,19.52,0.345,0.779,1.0,spiral
14.715,-0.29,-0.514,18.89,0.344,0.751,1.0,spiral
23.163,0.04,-0.804,16.2,0.399,1.0,1.0,spiral
-13.98,-0.227,-1.051,19.45,1.0,0.763,0.255,elliptical
23.163,-0.021,-0.792,15.97,1.0,0.895,0.28,elliptical
-13.413,-1.17,0.194,16.49,1.0,0.892,0.394,elliptical
14.5,-0.414,-0.864,18.24,1.0,0.638,1.0,irregular
-33.818,1.813,1.393,18.99,0.433,0.867,1.0,spiral
6.791,-0.222,-0.415,17.84,1.0,0.78,0.145,elliptical
-24.447,1.072,0.237,18.4,1.0,0.827,0.152,elliptical
7.661,-0.407,-0.137,19.86,1.0,0.582,0.227,elliptical
-34.333,0.94,2.299,19.56,0.249,0.831,1.0,spiral
-3.043,-0.425,0.109,16.98,1.0,0.781,0.243,elliptical
23.162,-0.031,-0.825,18.06,1.0,0.791,0.283,elliptical
20.704,0.03,-0.665,18.86,0.391,0.761,1.0,spiral
-16.981,1.57,1.632,20.45,0.25,0.653,0.922,spiral
-20.073,0.417,-0.054,18.05,0.483,0.815,1.0,spiral
-11.17,-0.256,0.539,18.74,0.33,0.893,1.0,spiral
14.384,0.029,-0.838,16.88,0.385,0.998,1.0,spiral
-15.761,-1.697,-0.318,18.37,1.0,0.62,0.932,irregular
-15.131,-1.442,-0.634,19.43,0.259,1.0,0.808,dwarf
-32.903,0.958,0.506,18.82,0.402,0.877,1.0,spiral
-27.307,1.735,2.843,19.74,0.954,0.411,0.818,irregular
0.276,0.443,0.055,16.45,0.538,1.0,1.0,spiral
23.164,-0.041,-0.771,15.54,0.656,1.0,1.0,spiral
23.162,-0.004,-0.807,16.15,1.0,0.757,1.0,irregular
23.164,0.033,-0.773,17.5,1.0,0.513,1.0,irregular
-12.566,1.321,-0.834,19.28,0.274,0.822,1.0,spiral
-29.815,0.071,0.079,18.28,1.0,0.611,1.0,irregular
23.162,0.029,-0.813,14.67,1.0,0.825,1.0,irregular
23.162,0.016,-0.805,17.88,1.0,0.745,0.332,elliptical
23.161,-0.005,-0.847,18.11,0.347,0.816,1.0,spiral
-24.694,2.011,1.495,18.53,0.416,0.845,1.0,spiral
18.564,0.178,-0.686,16.35,1.0,1.0,0.481,elliptical
7.336,0.438,-0.232,18.42,1.0,0.552,1.0,irregular
7.468,-0.707,0.1,18.02,1.0,0.922,0.159,elliptical
-8.538,-0.625,1.514,17.07,0.312,0.897,1.0,spiral
-32.018,0.526,1.531,18.17,0.421,1.0,1.0,spiral
23.162,-0.038,-0.819,19.41,1.0,0.622,0.184,elliptical
23.162,0.021,-0.813,17.23,0.465,1.0,1.0,spiral
-3.444,0.109,0.761,18.7,1.0,0.653,0.173,elliptical
-8.13,-0.087,1.292,19.33,0.155,0.906,0.669,dwarf
23.163,0.03,-0.79,15.73,1.0,0.714,1.0,irregular
18.349,0.1,-0.644,17.23,1.0,0.873,0.425,elliptical
-54.158,-3.271,-0.377,18.25,0.368,0.925,1.0,spiral
8.516,-0.662,-0.432,18.7,0.341,0.825,1.0,spiral
23.162,0.037,-0.853,16.71,1.0,0.822,0.283,elliptical
23.161,0.027,-0.841,15.06,1.0,0.88,1.0,irregular
-23.033,0.626,1.142,18.26,0.374,0.958,1.0,spiral
11.71,0.194,-0.904,18.6,0.42,0.803,1.0,spiral
23.162,-0.001,-0.813,15.59,1.0,1.0,0.33,elliptical
23.162,-0.021,-0.799,14.89,1.0,1.0,0.363,elliptical
-6.778,-0.575,0.419,18.2,1.0,0.585,0.982,irregular
-11.12,-1.443,1.006,19.38,1.0,0.585,0.132,elliptical
-4.238,-0.357,-0.733,18.52,1.0,0.848,0.22,elliptical
1.222,-0.388,-0.873,16.91,1.0,0.766,0.245,elliptical
20.593,-0.009,-0.751,16.83,0.477,1.0,1.0,spiral
23.162,0.031,-0.823,16.91,1.0,0.532,1.0,irregular
-23.117,0.732,1.606,18.73,0.157,0.997,0.745,dwarf
23.163,-0.038,-0.788,16.55,0.481,1.0,1.0,spiral
14.393,0.421,-0.805,17.11,1.0,0.901,0.396,elliptical
17.06,-0.056,-0.9,17.63,1.0,0.883,0.279,elliptical
14.285,0.388,-0.792,16.51,0.587,0.973,1.0,spiral
-41.032,1.963,2.894,19.01,0.25,0.923,1.0,spiral
6.787,-0.323,-0.811,16.54,1.0,0.893,0.323,elliptical
23.161,-0.029,-0.834,17.29,0.317,1.0,1.0,spiral
-39.572,-0.209,2.694,19.39,0.335,0.756,1.0,spiral
-7.983,-0.519,-0.896,16.8,1.0,0.686,1.0,irregular
10.44,0.031,-0.174,18.57,0.389,0.891,1.0,spiral
-1.112,0.06,0.276,18.9,1.0,0.447,1.0,irregular
15.902,0.054,-0.278,16.14,1.0,0.948,0.2,elliptical
17.287,0.243,-0.498,16.52,1.0,0.683,1.0,irregular
5.08,-0.195,-0.328,17.19,1.0,0.853,0.43,elliptical
-45.093,-1.997,0.131,19.11,0.283,0.719,1.0,spiral
-44.388,0.598,2.791,19.72,0.966,0.674,0.25,elliptical
-3.574,-0.954,-0.19,18.49,0.395,0.754,1.0,spiral
-5.617,0.937,-0.879,20.13,1.0,0.513,0.236,elliptical
23.162,0.032,-0.822,17.64,0.313,0.879,1.0,spiral
23.163,0.005,-0.78,17.15,1.0,1.0,0.211,elliptical
-6.191,-0.895,1.225,19.22,1.0,0.386,0.967,irregular
23.163,0.011,-0.784,16.74,0.473,1.0,1.0,spiral
-10.667,-0.558,1.777,16.86,1.0,0.817,0.158,elliptical
16.099,-0.201,-0.831,16.96,1.0,0.802,0.44,elliptical
-11.304,-0.151,-0.552,17.42,0.358,0.989,1.0,spiral
22.521,0.006,-0.764,16.32,1.0,0.879,0.316,elliptical
9.16,0.634,-0.358,17.87,0.507,0.814,1.0,spiral
-23.366,-1.325,2.584,17.01,1.0,0.898,0.157,elliptical
16.43,0.333,-0.564,18.47,1.0,0.467,0.92,irregular
-26.183,-0.214,-0.931,18.57,0.299,0.773,1.0,spiral
-2.061,-0.421,0.515,18.08,1.0,0.763,0.215,elliptical
23.163,0.03,-0.791,18.82,0.366,0.938,1.0,spiral
-32.513,-2.329,3.307,17.54,1.0,0.785,0.27,elliptical
-1.587,0.763,1.107,17.02,1.0,0.655,1.0,irregular
10.433,0.269,-0.413,18.65,0.478,0.974,1.0,spiral
-26.807,0.689,2.673,17.28,1.0,0.66,1.0,irregular
-3.243,0.295,0.486,17.14,1.0,0.92,0.319,elliptical
-19.865,-1.497,1.891,17.96,1.0,0.906,0.27,elliptical
-4.883,-0.024,-0.763,15.92,1.0,0.86,0.234,elliptical
-31.095,-0.472,0.179,17.7,0.442,0.912,1.0,spiral
-4.551,0.107,-0.053,16.94,1.0,1.0,0.187,elliptical
7.677,-0.162,0.235,17.82,1.0,0.843,0.166,elliptical
-12.894,0.561,0.12,18.09,0.322,0.822,1.0,spiral
-7.333,-0.342,-0.061,17.97,1.0,0.742,0.217,elliptical
23.162,-0.039,-0.821,17.24,0.299,0.912,1.0,spiral
-28.811,-2.204,-0.288,20.42,0.111,0.852,0.738,dwarf
4.655,-0.622,-0.6,17.49,1.0,0.809,0.161,elliptical
23.163,0.038,-0.796,17.92,0.382,0.849,1.0,spiral
-7.136,1.358,1.283,17.38,1.0,0.867,0.193,elliptical
23.163,0.044,-0.804,16.33,0.562,1.0,1.0,spiral
16.757,-0.01,-0.322,18.35,0.509,0.841,1.0,spiral
-9.608,-0.739,1.525,17.39,1.0,0.745,0.226,elliptical
-29.063,-0.951,-0.446,17.3,0.303,1.0,1.0,spiral
3.321,0.566,0.757,17.8,0.416,1.0,1.0,spiral
23.163,0.013,-0.777,17.73,0.337,0.884,1.0,spiral
-10.299,-0.58,0.77,17.11,0.59,0.936,1.0,spiral
-19.841,-0.657,2.53,20.44,0.127,0.892,0.683,dwarf
4.435,0.072,-0.381,17.54,0.436,1.0,1.0,spiral
23.162,0.023,-0.808,16.54,1.0,0.842,0.314,elliptical
-28.69,-1.041,1.489,18.44,1.0,0.71,0.301,elliptical
-30.548,0.401,0.727,17.73,1.0,0.831,0.326,elliptical
14.089,-0.402,-0.243,17.92,0.501,0.958,1.0,spiral
-20.286,-0.718,2.31,17.33,1.0,0.793,0.235,elliptical
-49.311,0.06,2.973,18.98,0.448,0.855,1.0,spiral
3.05,0.301,-0.209,19.23,1.0,0.398,0.8,irregular
-1.334,-0.72,-0.278,15.88,1.0,1.0,0.275,elliptical
-9.072,1.216,1.321,17.05,1.0,0.928,0.429,elliptical
-33.649,-2.121,2.472,19.09,0.356,0.873,1.0,spiral
23.161,0.001,-0.827,19.11,0.445,0.696,1.0,spiral
18.78,0.216,-0.655,16.97,1.0,0.78,0.294,elliptical
-0.228,-1.025,0.39,18.63,1.0,0.623,0.331,elliptical
7.857,0.14,-0.579,18.53,0.276,0.762,1.0,spiral
-13.516,-0.867,0.58,18.71,1.0,0.707,0.163,elliptical
-53.86,-3.17,2.887,20.5,0.201,0.851,0.595,dwarf
19.415,0.011,-0.866,15.86,1.0,0.916,0.188,elliptical
22.095,-0.093,-0.757,16.29,1.0,0.489,1.0,irregular
23.164,-0.028,-0.775,16.6,1.0,1.0,0.378,elliptical
-1.919,0.595,1.025,19.15,0.436,0.89,1.0,spiral
-5.721,1.032,-0.997,19.09,0.257,0.749,1.0,spiral
14.493,0.176,-0.793,18.55,0.461,0.782,1.0,spiral
-1.202,-0.528,0.513,17.46,1.0,0.831,0.419,elliptical
-27.624,2.207,0.217,18.56,1.0,0.619,1.0,irregular
-44.497,-2.359,1.929,20.52,0.259,0.813,0.651,dwarf
23.162,0.032,-0.811,18.34,1.0,0.691,0.154,elliptical
-21.893,0.15,0.028,20.7,0.319,0.689,0.892,spiral
-25.515,-1.587,-1.136,18.39,1.0,0.882,0.189,elliptical
23.161,-0.002,-0.841,16.26,1.0,0.843,0.245,elliptical
23.163,0.003,-0.778,18.34,0.357,0.85,1.0,spiral
-38.039,0.234,0.907,19.73,0.298,0.736,0.977,spiral
-10.009,0.665,-0.242,19.02,1.0,0.677,0.278,elliptical
23.162,0.012,-0.796,15.0,1.0,0.707,1.0,irregular
-27.535,-1.608,2.709,20.51,0.959,0.285,0.799,irregular
8.925,0.04,-0.882,17.01,0.312,1.0,1.0,spiral
23.161,0.019,-0.832,17.82,1.0,0.802,0.186,elliptical
23.161,0.026,-0.843,15.35,0.464,1.0,1.0,spiral
-33.073,-2.457,2.907,19.23,1.0,0.767,0.158,elliptical
15.997,0.354,-0.821,20.33,0.359,0.628,0.935,spiral
3.423,-0.574,0.677,19.68,0.983,0.39,0.793,irregular
23.161,0.001,-0.821,15.96,1.0,1.0,0.334,elliptical
-40.385,2.797,2.385,18.79,1.0,0.657,0.236,elliptical
-9.258,0.886,-0.534,18.29,1.0,0.649,0.255,elliptical
-9.476,0.78,-0.853,19.7,1.0,0.32,0.882,irregular
23.164,-0.007,-0.773,16.05,1.0,0.552,1.0,irregular
23.164,0.042,-0.787,16.2,1.0,1.0,0.384,elliptical
23.162,-0.022,-0.813,16.11,0.526,1.0,1.0,spiral
-4.046,0.61,1.293,20.76,0.209,0.633,0.937,spiral
-50.087,-2.805,3.503,19.04,1.0,0.594,0.313,elliptical
-20.36,1.733,0.084,17.91,1.0,0.906,0.375,elliptical
12.701,0.437,-0.154,18.42,1.0,0.746,0.296,elliptical
-1.645,0.093,0.323,17.72,1.0,0.767,0.3,elliptical
-30.226,0.876,0.558,19.3,1.0,0.613,0.328,elliptical
1.566,0.462,0.14,16.83,1.0,0.969,0.4,elliptical
9.914,0.092,0.003,19.05,1.0,0.766,0.16,elliptical
-23.794,1.25,0.458,19.27,0.375,0.776,1.0,spiral
-13.689,1.233,1.255,18.29,0.433,0.806,1.0,spiral
23.163,-0.022,-0.779,17.53,1.0,0.834,0.375,elliptical
23.162,0.014,-0.818,15.42,0.45,1.0,1.0,spiral
17.278,-0.211,-0.747,18.36,1.0,0.793,0.244,elliptical
17.712,0.19,-0.534,19.14,1.0,0.614,0.156,elliptical
-22.967,0.351,-0.237,19.88,0.275,0.957,0.631,dwarf
8.62,-0.355,-0.228,18.28,1.0,0.744,0.28,elliptical
-35.76,-0.88,3.501,17.66,1.0,0.756,0.304,elliptical
-28.2,-0.542,0.38,19.58,0.363,0.729,0.963,spiral
8.722,0.174,-0.286,16.45,0.571,1.0,1.0,spiral
13.541,0.084,-0.315,15.22,1.0,0.842,1.0,irregular
22.948,0.013,-0.793,19.86,0.969,0.582,0.164,elliptical
22.948,-0.055,-0.824,18.24,0.295,0.787,1.0,spiral
10.855,0.274,-0.796,18.2,1.0,0.854,0.189,elliptical
20.598,0.118,-0.688,17.5,1.0,0.725,0.16,elliptical
2.187,0.191,-0.414,17.45,0.529,0.986,1.0,spiral
23.161,-0.022,-0.848,16.08,1.0,0.977,0.441,elliptical
16.739,-0.074,-0.851,18.0,0.399,0.843,1.0,spiral
-9.375,0.136,-0.395,19.43,0.248,1.0,0.816,dwarf
-33.354,-0.046,2.673,18.51,0.444,0.789,1.0,spiral
-6.313,-0.993,0.94,16.62,0.515,0.994,1.0,spiral
14.518,0.395,-0.236,17.26,0.438,1.0,1.0,spiral
-47.151,0.846,0.128,19.96,0.289,0.721,1.0,spiral
2.718,-0.161,-0.79,16.1,1.0,1.0,0.459,elliptical
-9.91,-0.137,-0.409,19.89,0.208,0.817,0.661,dwarf
-1.498,-0.239,0.995,17.63,1.0,0.839,0.154,elliptical
11.632,-0.102,0.027,16.65,1.0,0.833,0.19,elliptical
13.541,0.185,-0.342,20.05,1.0,0.353,0.716,irregular
-11.369,0.058,0.905,17.0,0.413,0.92,1.0,spiral
13.867,0.402,-0.384,17.91,1.0,0.785,0.147,elliptical
-25.952,-0.439,0.388,17.06,1.0,1.0,0.152,elliptical
-82.557,3.866,5.347,20.61,0.934,0.414,0.668,irregular
23.164,-0.038,-0.771,14.75,0.731,1.0,1.0,spiral
-36.304,1.773,3.113,19.76,1.0,0.345,0.921,irregular
15.565,-0.173,-0.672,16.68,1.0,1.0,0.217,elliptical
1.77,0.863,-0.809,16.63,0.597,1.0,1.0,spiral
0.285,0.282,0.316,18.84,1.0,0.613,0.31,elliptical
-0.06,0.12,-0.297,18.36,0.332,1.0,0.999,dwarf
23.162,-0.002,-0.797,14.99,0.561,1.0,1.0,spiral
-8.162,-1.31,0.065,20.85,0.173,0.649,0.841,spiral
23.162,-0.038,-0.83,17.37,1.0,0.84,0.407,elliptical
-4.123,-0.691,-0.49,17.1,1.0,0.999,0.368,elliptical
-44.638,-2.786,0.133,17.2,1.0,0.934,0.186,elliptical
23.162,-0.016,-0.81,18.42,1.0,0.865,0.234,elliptical
16.529,0.254,-0.907,17.8,0.341,0.992,1.0,spiral
-9.549,0.55,0.772,19.36,1.0,0.406,0.789,irregular
8.606,0.169,-0.633,18.63,0.329,0.819,1.0,spiral
23.162,-0.029,-0.809,15.92,1.0,1.0,0.394,elliptical
-52.321,1.665,4.336,20.02,0.23,0.738,1.0,spiral
-1.341,0.159,-0.161,18.86,0.282,0.795,1.0,spiral
-9.474,-0.628,-0.237,18.04,1.0,0.647,0.999,irregular
-30.904,0.876,2.283,19.48,1.0,0.587,0.194,elliptical
-18.678,0.281,2.352,17.63,0.296,0.933,1.0,spiral
-7.322,1.172,-0.666,17.29,0.421,0.935,1.0,spiral
23.163,-0.038,-0.797,15.99,0.347,1.0,1.0,spiral
5.408,-0.77,-0.846,19.36,1.0,0.409,0.86,irregular
23.162,-0.042,-0.836,17.87,0.36,0.95,1.0,spiral
-43.674,-0.787,3.899,18.18,0.356,0.911,1.0,spiral
-34.95,-1.426,2.601,19.08,1.0,0.489,0.913,irregular
-28.233,-1.657,1.764,20.64,0.933,0.325,0.802,irregular
9.785,-0.303,-0.765,20.32,0.177,0.769,0.627,dwarf
-13.374,1.265,1.098,17.7,1.0,0.941,0.227,elliptical
5.86,-0.73,0.108,15.55,1.0,0.994,0.522,elliptical
-13.971,-0.395,2.115,18.25,0.452,0.95,1.0,spiral
-8.134,-0.055,1.23,19.23,0.253,0.695,1.0,spiral
9.697,0.313,-0.106,18.63,0.381,0.784,1.0,spiral
23.164,-0.003,-0.767,14.98,1.0,0.848,1.0,irregular
-5.894,0.976,0.767,16.14,1.0,1.0,0.274,elliptical
7.006,-0.326,-0.44,18.77,0.469,0.864,1.0,spiral
-5.497,-1.296,-0.738,18.78,0.125,0.969,0.787,dwarf
2.107,-0.819,0.028,16.47,1.0,0.698,1.0,irregular
6.267,0.773,-0.633,20.85,0.303,0.523,0.775,spiral
-24.062,0.324,2.05,19.77,0.114,1.0,0.69,dwarf
23.163,-0.022,-0.778,14.8,0.703,1.0,1.0,spiral
-20.675,-1.746,0.331,18.62,1.0,0.677,0.306,elliptical
-36.954,0.095,1.374,19.94,0.264,0.876,0.755,dwarf
23.163,-0.01,-0.779,16.24,0.374,1.0,1.0,spiral
-2.613,-0.992,-0.392,18.59,0.445,0.834,1.0,spiral
6.622,0.1,0.5,17.96,1.0,0.924,0.236,elliptical
2.626,0.799,-0.579,20.26,0.898,0.488,0.226,elliptical
10.54,0.412,-0.569,17.84,0.301,1.0,1.0,spiral
2.622,0.704,-0.972,17.78,1.0,0.859,0.243,elliptical
-20.799,1.713,-0.859,17.02,0.308,0.934,1.0,spiral
17.069,-0.271,-0.6,18.16,0.411,0.821,1.0,spiral
-35.688,-0.637,3.027,19.5,0.413,0.83,0.986,spiral
-8.758,-0.802,1.388,17.9,0.408,1.0,1.0,spiral
2.3,0.692,-0.685,18.22,1.0,0.885,0.142,elliptical
21.024,0.021,-0.695,19.23,0.348,0.694,1.0,spiral
3.719,0.802,0.127,18.53,0.323,0.984,1.0,spiral
23.165,-0.045,-0.768,15.2,0.578,1.0,1.0,spiral
23.164,-0.028,-0.772,16.47,1.0,1.0,0.455,elliptical
-4.739,0.683,0.44,17.62,1.0,0.841,0.314,elliptical
14.397,0.341,-0.476,17.98,1.0,0.591,1.0,irregular
5.198,0.726,-0.382,20.99,0.902,0.333,0.731,irregular
-15.058,-0.986,1.78,19.81,0.295,0.685,1.0,spiral
23.162,0.001,-0.797,18.22,1.0,0.862,0.346,elliptical
20.593,0.065,-0.777,17.11,1.0,0.787,0.424,elliptical
-10.824,0.856,0.887,20.29,0.321,0.679,1.0,spiral
10.228,-0.073,-0.135,17.16,1.0,0.805,0.296,elliptical
21.128,-0.065,-0.808,18.83,0.445,0.826,1.0,spiral
-27.746,-1.627,0.501,18.79,1.0,0.561,1.0,irregular
23.162,0.029,-0.829,15.4,0.586,1.0,1.0,spiral
-18.374,1.534,1.679,18.63,0.292,0.813,1.0,spiral
2.676,-0.438,0.782,17.77,1.0,0.864,0.277,elliptical
23.163,0.026,-0.791,14.86,1.0,1.0,0.401,elliptical
23.162,-0.03,-0.832,17.95,1.0,0.874,0.258,elliptical
23.163,0.024,-0.787,17.25,1.0,0.684,1.0,irregular
23.161,-0.004,-0.828,15.09,0.43,1.0,1.0,spiral
19.53,0.108,-0.582,18.34,1.0,0.673,0.163,elliptical
14.602,0.269,-0.785,17.59,1.0,0.842,0.251,elliptical
-31.424,0.623,-1.096,18.11,1.0,0.9,0.355,elliptical
8.607,-0.093,-0.564,17.72,0.326,1.0,1.0,spiral
-14.266,-1.657,-0.923,18.02,0.412,0.863,1.0,spiral
-31.507,1.742,-1.14,19.11,1.0,0.623,0.122,elliptical
-6.761,-0.056,0.89,18.32,1.0,0.861,0.272,elliptical
12.79,-0.395,-0.497,16.55,1.0,0.564,1.0,irregular
23.161,0.018,-0.83,15.36,1.0,0.571,1.0,irregular
23.163,-0.031,-0.799,14.98,0.718,1.0,1.0,spiral
-32.242,-0.665,3.205,20.24,0.108,0.832,0.681,dwarf
23.162,-0.032,-0.84,17.63,0.439,1.0,1.0,spiral
23.164,0.006,-0.771,15.43,0.396,1.0,1.0,spiral
4.357,0.008,0.332,19.02,0.458,0.845,1.0,spiral
23.161,0.028,-0.852,15.55,0.565,1.0,1.0,spiral
-12.688,0.12,-0.068,19.63,0.363,0.802,1.0,spiral
13.207,0.09,-0.786,18.22,1.0,0.877,0.209,elliptical
-19.356,-0.41,1.833,17.09,1.0,0.882,0.438,elliptical
23.162,-0.006,-0.815,18.77,1.0,0.424,0.871,irregular
18.574,0.17,-0.459,16.68,1.0,0.857,0.386,elliptical
-29.243,1.766,2.771,20.87,0.316,0.609,0.81,spiral
2.938,-0.223,-0.324,19.69,0.319,0.84,1.0,spiral
-5.558,-0.413,1.219,20.86,0.261,0.628,0.906,spiral
22.2,-0.071,-0.789,15.95,1.0,1.0,0.182,elliptical
3.192,0.042,0.552,17.55,1.0,0.942,0.377,elliptical
22.627,-0.033,-0.8,17.27,0.504,1.0,1.0,spiral
22.412,0.031,-0.82,17.47,0.383,1.0,1.0,spiral
13.109,-0.409,-0.614,18.86,1.0,0.558,0.84,irregular
-33.538,1.797,-0.301,19.71,0.967,0.575,0.157,elliptical
1.229,0.57,-0.442,19.87,0.366,0.695,0.952,spiral
11.605,0.008,-0.544,16.09,0.485,1.0,1.0,spiral
23.162,0.038,-0.851,18.35,0.411,0.861,1.0,spiral
-4.37,-0.559,1.279,19.33,1.0,0.554,0.982,irregular
-8.033,0.279,1.111,17.99,1.0,0.706,0.385,elliptical
10.323,0.366,-0.652,17.72,0.382,0.967,1.0,spiral
7.267,0.346,0.474,17.61,0.515,0.99,1.0,spiral
-14.124,1.208,1.144,19.96,0.98,0.492,0.887,irregular
23.163,-0.042,-0.795,18.71,0.34,0.887,1.0,spiral
22.735,0.037,-0.772,15.42,1.0,0.591,1.0,irregular
-14.395,-0.071,0.184,19.13,1.0,0.682,0.131,elliptical
-82.153,1.605,3.892,20.89,0.772,0.363,0.651,irregular
23.162,-0.048,-0.823,16.75,0.471,1.0,1.0,spiral
23.162,0.036,-0.83,16.56,1.0,0.807,0.173,elliptical
23.161,0.005,-0.829,19.9,0.329,0.728,1.0,spiral
-42.651,-1.438,-0.599,18.58,1.0,0.409,0.892,irregular
-26.471,1.833,-0.738,17.83,0.476,1.0,1.0,spiral
-8.99,-1.048,0.995,16.27,1.0,1.0,0.22,elliptical
13.117,-0.062,-0.218,18.85,0.359,0.73,1.0,spiral
23.162,-0.038,-0.844,16.08,1.0,1.0,0.368,elliptical
14.813,0.152,-0.856,18.48,1.0,0.492,1.0,irregular
23.162,-0.04,-0.829,15.95,1.0,1.0,0.422,elliptical
6.577,0.244,-0.441,17.56,0.555,0.953,1.0,spiral
12.787,-0.443,-0.849,16.68,0.502,1.0,1.0,spiral
-9.375,0.222,-0.406,19.99,0.368,0.78,1.0,spiral
23.162,-0.046,-0.816,17.13,1.0,0.895,0.245,elliptical
23.161,0.026,-0.849,17.38,1.0,0.886,0.183,elliptical
23.161,-0.006,-0.841,15.59,0.352,1.0,1.0,spiral
-7.043,0.163,1.484,18.31,0.272,1.0,1.0,spiral
-18.595,-1.09,1.8,18.78,0.392,0.906,1.0,spiral
8.301,-0.441,-0.215,18.4,1.0,0.672,0.204,elliptical
-10.742,1.371,-0.552,16.2,0.567,1.0,1.0,spiral
-13.432,0.316,0.137,20.01,0.267,0.6,0.899,spiral
-33.191,2.182,0.48,17.42,1.0,0.492,1.0,irregular
