# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
179.311126,0.787756,19.84,19.06,18.69,0.0477,spiral
182.475839,0.704863,18.98,17.59,17.35,0.02,elliptical
180.378094,0.245372,16.91,15.92,15.64,0.0151,spiral
182.457681,-0.454929,19.77,18.89,18.79,0.0415,spiral
177.974702,-0.200661,17.62,16.69,16.23,0.0058,elliptical
182.403016,2.572096,17.58,17.1,17.04,0.0506,spiral
180.065498,2.918479,19.47,18.91,18.78,0.0497,spiral
180.000776,0.58713,17.44,16.55,16.28,0.0247,spiral
179.978132,3.293667,22.0,21.3,20.8,0.0615,spiral
180.123946,2.771814,18.45,17.54,16.9,0.001,elliptical
181.424777,1.296446,16.27,15.4,14.85,0.001,elliptical
178.868497,3.097847,18.07,17.37,16.98,0.039,spiral
181.841579,3.67863,18.75,18.51,17.99,0.0159,spiral
180.711684,4.083941,17.64,17.5,17.23,0.001,irregular
177.836821,1.305447,17.69,16.84,16.24,0.0071,irregular
182.162293,3.359121,20.39,19.6,19.32,0.0472,dwarf
180.593949,4.086045,17.8,17.53,17.18,0.001,spiral
181.666512,3.7461,18.62,18.13,17.63,0.001,spiral
177.895501,1.945765,19.48,18.57,18.15,0.0332,spiral
180.226523,-0.43017,18.33,17.43,17.13,0.0404,elliptical
180.883372,3.338743,17.21,16.24,15.75,0.0413,elliptical
182.330075,2.919661,18.46,18.03,17.74,0.0304,spiral
180.786746,3.429685,18.16,17.22,16.97,0.0206,irregular
180.262526,1.614377,16.64,15.82,15.36,0.001,elliptical
181.391296,0.281688,18.06,17.31,16.79,0.0291,elliptical
180.83676,-0.165143,16.93,16.25,15.63,0.001,irregular
180.84893,3.722838,19.77,18.97,18.83,0.001,spiral
179.618754,1.530959,17.98,17.46,17.01,0.0168,elliptical
182.374221,4.398927,19.78,19.1,18.86,0.0168,spiral
179.033812,1.938415,16.45,15.49,15.15,0.001,elliptical
178.586774,-0.345987,19.34,18.49,17.87,0.0597,irregular
181.819728,2.150756,19.94,19.52,19.26,0.0419,spiral
182.274206,-0.344265,16.47,15.74,15.4,0.006,elliptical
178.902806,0.669647,17.83,17.29,17.07,0.0073,spiral
181.649727,4.46988,18.25,17.7,17.48,0.0392,spiral
179.759753,1.271884,20.02,19.3,18.83,0.0705,dwarf
179.911553,3.079521,18.92,18.22,17.71,0.0454,irregular
180.046207,3.627535,16.65,15.93,15.46,0.001,spiral
181.524394,1.782213,15.74,15.37,15.12,0.001,spiral
179.083873,1.555708,19.62,18.34,17.78,0.0297,elliptical
181.602116,0.628495,15.46,14.65,14.41,0.001,spiral
181.258891,0.535135,18.2,17.42,16.76,0.018,spiral
182.47417,0.462637,19.29,18.58,18.01,0.037,spiral
180.168411,2.779732,15.95,15.14,15.0,0.0019,spiral
180.244705,2.825227,17.63,17.19,16.58,0.0026,spiral
178.387105,1.850004,16.82,16.41,16.22,0.0315,irregular
180.651438,3.906296,18.02,16.92,16.55,0.0469,elliptical
182.399777,2.213035,17.06,16.42,15.82,0.0079,elliptical
181.369007,2.21251,19.98,19.16,19.04,0.0166,irregular
178.132155,1.619889,18.94,18.22,17.82,0.001,spiral
181.87682,2.149748,18.69,17.82,17.46,0.0315,irregular
177.510142,-0.013388,19.48,18.92,18.75,0.0339,spiral
178.592274,1.248292,20.15,19.93,19.67,0.0654,irregular
180.578414,2.198264,18.33,17.42,16.97,0.0348,elliptical
179.161884,2.515493,19.37,19.22,19.03,0.0285,spiral
179.063421,4.112602,18.18,17.4,16.98,0.0394,elliptical
179.663346,1.300422,17.01,16.42,16.25,0.001,spiral
182.443304,1.267871,15.96,15.42,15.39,0.0258,spiral
178.821064,0.964311,21.09,20.64,19.98,0.0852,dwarf
177.920967,4.386472,18.04,16.97,16.28,0.0177,elliptical
178.049735,-0.210227,18.26,17.69,17.23,0.001,spiral
182.056222,-0.190609,17.49,16.84,16.46,0.019,elliptical
179.088017,2.6007,15.69,14.75,14.34,0.0154,elliptical
182.231848,1.884394,19.05,18.88,18.64,0.005,spiral
178.031899,3.961498,21.45,20.99,20.96,0.0395,dwarf
178.678231,3.392092,22.0,21.36,20.91,0.0385,irregular
181.273129,4.218624,17.63,16.98,16.7,0.016,spiral
182.26544,4.316697,20.23,19.91,19.6,0.0411,dwarf
181.430751,2.736122,21.26,20.12,19.85,0.0389,spiral
178.188851,3.190453,19.13,19.08,18.67,0.0576,irregular
182.497852,0.772742,18.57,17.91,17.36,0.0067,elliptical
180.691977,0.368324,20.83,20.27,20.04,0.0327,spiral
178.119779,-0.049292,16.91,16.5,15.98,0.0304,spiral
177.669862,1.207302,17.8,16.99,16.84,0.0079,spiral
181.715759,3.886556,20.78,20.16,19.55,0.0469,dwarf
180.50495,3.254197,15.61,15.22,14.69,0.0035,elliptical
179.765921,1.377875,19.86,19.43,19.61,0.0511,irregular
179.504136,2.225651,17.8,17.17,16.85,0.001,spiral
181.915036,1.817446,19.1,18.33,18.06,0.0273,spiral
180.039244,3.790065,16.45,15.47,15.17,0.001,spiral
180.678433,3.830467,19.09,18.46,18.04,0.0349,spiral
180.464212,2.550996,17.57,16.33,15.73,0.0359,elliptical
178.287287,1.018786,20.23,20.11,19.83,0.0942,irregular
181.206408,3.312774,17.03,16.64,16.15,0.001,spiral
179.170084,2.845845,19.89,18.78,18.46,0.0303,elliptical
179.180415,1.941007,18.15,17.42,17.0,0.0235,elliptical
179.816365,4.269293,21.75,21.28,21.24,0.0697,dwarf
179.515281,3.083242,16.25,15.89,15.74,0.001,spiral
182.197636,3.672819,19.14,18.35,17.86,0.0058,elliptical
179.694506,2.035308,18.58,17.82,17.79,0.0019,spiral
177.786653,1.473225,17.27,16.5,15.93,0.0328,spiral
180.559259,2.602963,16.08,15.22,14.87,0.001,elliptical
181.135609,-0.019947,19.42,18.9,18.53,0.0416,spiral
182.468597,2.337643,19.78,19.18,18.79,0.0036,spiral
178.279212,0.272662,18.76,17.73,17.46,0.0116,elliptical
181.52167,-0.145701,15.39,14.75,14.63,0.001,spiral
182.356277,4.026875,17.89,17.33,17.05,0.001,spiral
180.325343,-0.201161,22.0,21.51,21.13,0.0298,dwarf
179.894708,3.7793,17.51,17.21,17.12,0.001,spiral
178.950546,0.52574,19.46,18.79,18.29,0.0021,spiral
180.630268,0.103042,17.59,17.03,16.8,0.0566,spiral
179.367157,3.825013,21.2,20.71,20.51,0.0631,irregular
177.609303,3.127288,17.9,17.36,17.43,0.0107,spiral
178.879948,3.788929,16.75,15.63,15.08,0.001,elliptical
182.041576,3.142598,18.61,17.53,17.29,0.0286,spiral
180.756927,0.938936,15.44,14.7,14.49,0.001,spiral
182.354136,0.264835,14.87,13.84,13.5,0.001,elliptical
180.857364,2.53881,20.21,19.2,18.91,0.0225,spiral
177.740558,1.624243,17.8,17.44,17.13,0.0517,spiral
180.154023,1.399357,19.96,19.06,18.7,0.0199,elliptical
180.414387,0.501514,16.01,15.28,14.85,0.001,elliptical
178.58468,0.093959,16.6,15.81,15.49,0.001,spiral
180.402068,3.842361,20.16,19.49,19.08,0.0656,spiral
182.313872,1.644441,17.11,16.38,15.95,0.001,elliptical
181.916316,1.289833,17.94,17.36,17.16,0.0348,elliptical
181.224886,0.010559,18.21,17.1,16.71,0.0226,elliptical
177.699098,1.657836,18.77,18.05,17.61,0.0162,elliptical
182.119264,1.801181,18.91,18.24,18.14,0.001,spiral
179.151372,0.031321,15.3,15.03,14.69,0.001,spiral
180.202478,1.409239,19.06,18.53,18.23,0.0279,irregular
181.106194,1.703453,19.8,19.58,19.25,0.0034,irregular
178.951876,2.398039,16.87,16.24,15.8,0.001,spiral
177.69484,2.807964,18.43,17.44,17.09,0.0319,elliptical
180.393296,-0.396834,17.25,16.67,16.18,0.001,spiral
181.577128,1.67705,17.46,16.49,16.23,0.0037,elliptical
181.123739,1.556506,19.9,19.22,18.79,0.0509,spiral
180.155057,2.37895,20.01,19.48,18.95,0.0591,spiral
178.243991,4.070804,17.13,16.12,15.52,0.0186,elliptical
179.578813,1.1999,15.96,15.07,14.77,0.001,spiral
177.842193,4.024261,19.83,19.21,19.05,0.0277,irregular
181.600125,1.585019,15.68,14.92,14.63,0.0027,elliptical
177.575918,3.393008,19.1,18.57,18.32,0.0209,irregular
179.950156,-0.286012,17.7,17.01,16.54,0.0276,irregular
181.770548,3.839591,16.61,15.67,15.23,0.001,elliptical
179.337686,3.05605,17.75,17.06,17.08,0.022,spiral
181.492632,0.270166,17.26,16.63,16.1,0.0301,spiral
182.252418,4.37641,17.09,16.44,16.28,0.0354,spiral
178.562848,-0.41039,17.87,17.22,16.46,0.0232,elliptical
178.721502,0.089803,18.69,17.85,17.52,0.0062,elliptical
178.893814,0.132141,18.58,17.62,17.29,0.0287,elliptical
177.744154,-0.205305,19.21,18.76,18.44,0.0215,spiral
180.482304,2.063299,17.36,16.54,15.95,0.0018,spiral
180.817457,0.881751,18.92,18.17,17.79,0.0329,spiral
178.521986,0.01798,20.72,20.83,20.82,0.0836,dwarf
177.937919,1.865026,16.44,15.64,15.5,0.0073,elliptical
178.695385,3.119081,17.08,15.85,15.46,0.001,elliptical
180.476453,3.383571,17.57,16.39,16.03,0.017,elliptical
181.807429,0.327637,18.65,17.77,17.27,0.0554,elliptical
182.204438,2.199307,16.42,15.65,15.21,0.0053,spiral
179.701149,1.621994,16.11,15.34,14.96,0.0244,spiral
182.290188,4.113151,19.67,19.21,18.89,0.0224,spiral
181.292898,3.038097,16.91,16.19,15.71,0.0386,elliptical
177.934618,4.117442,16.0,15.31,14.96,0.0251,spiral
179.554488,3.173266,20.07,19.39,19.21,0.0643,spiral
179.880041,-0.119534,17.07,16.56,16.27,0.0071,spiral
180.173802,0.552681,18.82,18.08,17.81,0.0406,spiral
177.617297,1.451472,17.85,16.83,16.49,0.001,elliptical
179.280353,1.959592,20.35,19.49,19.33,0.0414,spiral
181.305492,4.140598,17.9,17.53,17.26,0.0204,spiral
181.550789,2.848755,16.68,15.95,15.56,0.0041,elliptical
179.403838,3.921074,17.63,17.0,17.08,0.0223,spiral
179.133652,3.3808,17.33,16.34,15.99,0.0039,elliptical
180.915796,2.782138,16.82,15.86,15.37,0.001,elliptical
179.679385,2.037072,15.6,14.78,14.43,0.0224,spiral
182.487227,2.458442,16.94,16.5,16.03,0.0189,spiral
180.433053,3.786521,19.92,19.18,18.89,0.0641,elliptical
181.787069,3.626479,17.6,16.53,16.02,0.001,elliptical
178.456746,3.31018,18.78,17.65,16.95,0.001,irregular
181.086593,1.70091,17.48,16.7,16.39,0.048,spiral
177.793679,3.495051,19.49,18.94,18.73,0.0271,irregular
182.431704,2.022676,18.8,18.23,18.03,0.0353,spiral
178.769948,0.039172,19.31,18.82,18.58,0.0724,irregular
179.587941,1.410935,19.8,19.33,19.21,0.0524,irregular
179.211145,0.239216,15.43,14.74,14.46,0.0044,spiral
177.734658,0.093456,17.31,16.71,16.22,0.001,spiral
178.009502,0.064103,17.63,17.2,16.88,0.0051,spiral
178.626841,1.71517,20.5,20.38,20.08,0.0689,dwarf
181.088099,3.355818,16.54,15.57,15.14,0.001,elliptical
181.13841,1.818411,19.66,19.33,19.18,0.0127,dwarf
180.15538,1.061638,17.11,16.33,16.0,0.0408,irregular
180.927699,4.212592,18.34,17.65,17.56,0.0177,spiral
178.834657,3.14071,19.38,18.92,18.44,0.001,irregular
180.368569,-0.276015,16.99,16.0,15.77,0.0095,spiral
182.493666,2.444738,20.64,20.75,20.7,0.0426,irregular
179.675708,0.678062,16.86,16.01,15.88,0.001,spiral
181.263138,2.373966,18.03,17.33,17.03,0.0285,elliptical
178.269259,4.200454,18.67,17.69,17.34,0.0444,spiral
179.418194,1.709774,19.87,18.93,18.51,0.0348,elliptical
180.978702,1.916387,17.28,16.42,15.8,0.0052,elliptical
180.205203,1.43528,17.63,17.17,16.65,0.0152,elliptical
180.167484,2.796025,18.25,17.66,17.59,0.0395,spiral
177.854503,2.536033,17.32,16.83,16.7,0.0474,spiral
181.154509,0.604752,17.12,16.66,16.32,0.0098,irregular
181.504478,1.805361,18.25,17.21,16.73,0.0326,elliptical
179.317682,1.511693,19.54,19.3,18.6,0.0456,spiral
180.502599,2.968841,18.19,17.87,17.31,0.011,spiral
180.345614,2.963954,20.32,19.86,19.41,0.0472,spiral
180.211684,-0.364161,17.16,16.17,15.84,0.001,elliptical
180.168286,0.577161,20.01,19.81,19.57,0.0449,spiral
180.375786,0.161942,16.78,16.01,15.69,0.025,elliptical
181.676106,3.292182,19.84,19.19,18.83,0.0597,spiral
179.262152,4.360185,19.97,19.41,19.08,0.0392,dwarf
181.832541,0.131668,18.66,17.84,17.43,0.0169,elliptical
180.399837,4.104747,19.14,18.4,18.33,0.0341,spiral
179.21527,2.176486,16.24,15.17,14.68,0.001,elliptical
181.207222,1.276385,17.44,16.57,16.24,0.001,elliptical
180.323634,2.722113,18.95,18.2,18.06,0.0557,dwarf
178.102827,2.534051,17.25,16.58,16.14,0.0102,elliptical
180.156299,3.718446,20.97,20.34,20.14,0.0556,dwarf
180.278624,0.03302,18.35,17.8,17.69,0.0326,spiral
181.77509,2.711732,16.81,16.29,15.95,0.001,spiral
178.151343,0.236767,17.29,16.33,15.93,0.014,elliptical
179.321446,2.754035,16.36,15.49,14.93,0.0114,elliptical
181.660803,3.085728,16.69,15.77,15.28,0.001,elliptical
177.624487,0.308244,17.35,16.41,15.86,0.014,elliptical
181.530759,3.771086,19.54,19.13,18.67,0.0366,spiral
181.217799,1.247145,22.0,21.12,20.78,0.0523,irregular
180.702685,0.402422,16.82,15.47,14.78,0.0132,elliptical
182.005262,3.78679,17.93,16.83,16.35,0.0258,elliptical
181.894537,3.558569,18.01,17.19,16.67,0.0349,elliptical
178.127404,3.782302,16.9,16.49,16.06,0.0038,elliptical
180.5637,-0.229964,16.48,16.03,15.72,0.001,elliptical
179.636732,2.420504,21.39,21.03,21.16,0.0237,spiral
178.943043,0.06133,18.83,18.24,17.79,0.001,dwarf
181.074793,2.720973,18.38,17.61,17.26,0.0435,spiral
179.522135,-0.072671,19.24,18.68,18.5,0.0252,spiral
181.549349,1.84592,17.38,16.83,16.75,0.001,irregular
181.823169,3.896526,16.46,15.49,15.11,0.0123,elliptical
180.741595,2.262783,17.47,16.54,16.23,0.0087,elliptical
181.460088,1.058889,17.05,16.39,15.96,0.0083,spiral
180.019953,4.420276,16.13,15.45,15.17,0.001,spiral
177.690249,-0.156005,19.66,19.01,18.79,0.0276,spiral
177.598239,2.175499,16.66,15.79,15.4,0.001,elliptical
181.562057,2.844011,16.15,15.28,15.02,0.001,spiral
181.828356,0.521498,18.86,18.07,17.9,0.0625,elliptical
179.676192,4.017627,17.05,16.46,16.12,0.0259,spiral
178.759567,2.992445,15.59,15.23,15.0,0.0017,spiral
178.908784,4.005666,20.82,20.6,20.05,0.0188,irregular
179.615079,1.048087,17.46,16.48,16.4,0.0479,elliptical
182.379808,3.12886,16.8,15.81,15.41,0.001,elliptical
180.965769,0.019668,17.41,17.03,16.81,0.0043,spiral
181.469094,3.678758,18.2,17.07,16.52,0.0398,elliptical
179.209748,1.902146,20.4,20.17,19.79,0.0538,dwarf
180.784215,3.448201,18.05,17.41,17.03,0.0386,spiral
179.004827,0.076583,17.34,16.29,16.18,0.0412,elliptical
181.312076,3.805441,19.74,18.87,18.18,0.0131,elliptical
180.071162,0.388533,16.67,16.26,16.0,0.0101,spiral
181.518008,1.291042,22.0,21.48,20.94,0.0654,irregular
177.75956,0.86619,20.02,19.11,18.75,0.0182,elliptical
178.918364,1.962984,19.19,18.29,17.78,0.0487,spiral
178.557354,2.333218,18.89,17.86,17.51,0.0443,elliptical
180.83695,1.327663,16.06,14.79,14.36,0.001,elliptical
181.92632,2.070607,22.0,21.25,21.15,0.0253,irregular
180.53819,3.47504,18.0,17.07,16.86,0.0143,elliptical
178.039682,4.401973,20.52,19.99,19.33,0.0465,dwarf
179.150384,1.060977,18.37,17.53,16.94,0.0224,elliptical
178.960525,3.028006,17.99,17.15,16.63,0.001,irregular
177.575648,4.344116,19.67,18.96,18.63,0.0178,spiral
182.311542,4.046123,16.2,15.63,15.34,0.001,spiral
180.188266,0.795925,17.42,16.93,16.74,0.001,spiral
181.087775,3.414201,16.73,16.21,16.08,0.0208,spiral
180.904431,-0.294785,20.3,19.72,19.49,0.0326,spiral
180.547686,3.581554,17.75,16.84,16.47,0.0461,elliptical
177.933092,3.911227,21.42,21.02,20.94,0.067,irregular
178.378309,3.408048,15.0,14.28,13.98,0.0215,elliptical
177.560269,1.062881,18.26,17.8,17.73,0.0416,irregular
177.793419,3.493817,17.39,16.88,16.68,0.0206,spiral
181.024332,1.085244,17.21,16.05,15.81,0.005,elliptical
180.653078,2.480959,15.52,14.38,13.83,0.001,elliptical
177.710629,-0.040811,21.06,20.49,20.45,0.0166,dwarf
179.705771,4.078595,20.5,19.94,19.74,0.067,irregular
181.014072,0.421853,17.01,16.04,15.59,0.0231,spiral
179.596873,4.257118,19.15,18.98,18.53,0.0299,irregular
179.344448,1.780441,22.0,21.16,21.05,0.0787,irregular
180.007309,3.734714,18.3,17.6,17.27,0.001,spiral
179.638393,1.292455,17.18,16.47,16.3,0.001,elliptical
182.261008,2.75773,16.67,15.97,15.63,0.0086,spiral
181.211004,1.779396,17.14,16.45,16.35,0.0196,elliptical
180.324692,0.327276,15.99,15.21,14.43,0.001,elliptical
180.027791,-0.17174,18.94,18.46,18.15,0.0333,spiral
182.13191,3.550459,18.78,18.02,17.84,0.0051,spiral
181.305331,4.151361,19.14,18.37,18.07,0.0613,spiral
177.685162,0.169161,19.19,18.48,18.08,0.0516,spiral
181.630334,2.34828,19.43,18.76,18.1,0.0351,spiral
181.865122,3.95787,17.02,16.16,15.55,0.0106,elliptical
178.786064,3.765073,18.1,17.42,17.29,0.001,spiral
180.800673,2.208952,15.56,14.75,14.26,0.001,elliptical
181.191605,3.875861,19.04,18.41,18.35,0.0182,irregular
182.305818,-0.208469,16.98,16.49,16.43,0.0072,irregular
182.406047,3.091665,20.53,19.84,19.67,0.0664,spiral
177.880795,3.899701,20.99,20.45,20.54,0.0556,irregular
180.787682,2.330488,18.83,18.13,17.78,0.0171,irregular
178.665888,2.416458,17.03,16.04,15.63,0.0356,elliptical
180.155277,4.179908,18.85,18.17,18.36,0.0348,spiral
179.268328,3.644286,19.25,18.84,18.66,0.0332,spiral
180.896767,1.555409,16.58,16.31,15.93,0.001,irregular
180.70254,2.381895,17.26,16.38,16.37,0.001,spiral
179.84406,0.115677,19.7,18.73,18.41,0.0272,irregular
179.400618,3.398173,17.2,16.18,15.78,0.001,elliptical
177.911187,2.078634,16.57,16.03,15.68,0.001,irregular
181.727489,1.816421,16.76,16.0,15.9,0.0524,elliptical
178.210254,3.000476,15.62,15.01,14.62,0.0081,elliptical
180.708904,0.180682,18.49,17.78,17.52,0.0571,spiral
180.62861,2.60875,18.14,17.85,17.4,0.0441,dwarf
180.499136,1.453755,16.79,16.34,16.1,0.0171,spiral
181.731639,0.393799,19.4,18.53,18.18,0.0439,elliptical
179.774508,0.406845,15.51,15.01,14.75,0.001,spiral
182.005598,3.049281,18.03,17.45,16.98,0.0115,spiral
179.381474,2.187335,16.94,16.38,16.08,0.0031,spiral
177.598338,-0.12797,15.71,15.23,15.0,0.001,spiral
178.935147,2.974453,19.46,18.72,18.27,0.0505,spiral
181.637784,1.849442,19.34,18.38,17.95,0.0451,spiral
177.676618,2.477559,17.99,17.04,16.59,0.0153,elliptical
181.266918,0.721642,16.07,14.93,14.64,0.001,elliptical
180.131226,4.394565,17.64,17.03,16.72,0.0056,spiral
181.006113,2.556004,16.76,15.75,15.33,0.0152,elliptical
181.388382,-0.26577,18.93,18.03,17.72,0.0506,elliptical
178.214976,0.847094,20.19,19.74,19.62,0.0085,irregular
179.075151,4.451972,17.37,16.7,16.17,0.001,spiral
179.609629,3.561958,18.61,17.55,17.22,0.0049,elliptical
179.081557,2.577305,16.3,16.11,15.88,0.001,spiral
179.64025,0.745045,17.44,16.81,16.86,0.032,spiral
179.885022,3.123807,19.63,18.96,18.79,0.0648,spiral
178.424806,3.072652,17.99,17.45,17.06,0.0124,spiral
178.877337,1.54341,18.18,17.69,17.3,0.0383,spiral
182.352627,4.038108,17.31,16.25,15.86,0.001,spiral
179.917656,2.99251,17.78,17.38,17.1,0.0427,spiral
181.077958,0.316624,18.18,17.98,17.83,0.0288,spiral
182.128507,3.186324,19.46,18.88,18.58,0.0137,spiral
179.771871,1.606876,18.53,17.84,17.46,0.013,spiral
180.895022,-0.265508,18.07,17.34,17.15,0.0428,spiral
178.468923,-0.444352,18.55,17.82,17.48,0.0303,spiral
182.374768,2.998541,19.54,18.47,17.78,0.0265,elliptical
180.467541,0.302839,19.03,18.57,18.17,0.0218,spiral
178.93495,2.593745,19.47,18.89,18.53,0.0534,irregular
181.098461,4.273113,17.01,16.22,15.92,0.005,elliptical
181.913556,1.591705,16.93,16.83,16.43,0.001,spiral
181.902377,3.107482,19.69,18.94,18.71,0.0367,spiral
179.92559,3.935332,17.26,16.63,16.2,0.0047,spiral
181.097286,1.956046,16.64,16.05,15.55,0.0173,spiral
180.640106,-0.430581,14.22,13.43,13.12,0.001,elliptical
180.300812,3.666264,19.07,18.26,17.69,0.0183,dwarf
179.882303,2.111757,18.7,18.1,17.94,0.0173,spiral
179.872295,2.095039,20.72,20.66,20.14,0.0332,dwarf
181.853278,3.303299,16.18,15.44,15.13,0.0081,spiral
179.652777,2.731674,17.53,16.46,16.2,0.0223,elliptical
182.479948,2.717105,19.86,19.35,19.53,0.0349,dwarf
178.239742,4.143284,18.14,16.98,16.33,0.0356,elliptical
181.39722,4.233423,15.16,14.3,13.77,0.001,spiral
178.515467,2.670529,18.03,17.66,17.13,0.0462,spiral
180.214433,3.982118,15.81,15.13,14.85,0.001,spiral
178.87012,3.241845,18.42,18.0,17.73,0.0138,spiral
180.630601,0.583314,17.79,16.98,16.69,0.0288,elliptical
177.970195,0.018636,17.06,16.0,15.54,0.001,elliptical
179.380236,4.411316,18.32,17.5,17.03,0.0751,elliptical
178.445929,1.639487,18.76,17.84,17.27,0.0177,elliptical
180.571625,3.363943,18.39,17.69,17.27,0.0012,spiral
180.791974,2.262189,21.36,20.69,20.69,0.0657,spiral
181.014675,2.69644,17.2,17.06,16.88,0.008,spiral
180.876832,1.540347,16.96,16.7,16.43,0.001,spiral
182.00748,0.816108,20.59,19.8,19.61,0.0492,spiral
181.899597,3.168631,18.01,17.12,16.79,0.0342,elliptical
180.632523,0.668997,17.19,15.95,15.7,0.001,elliptical
181.806463,-0.148077,20.23,20.16,20.3,0.0427,irregular
181.996223,3.639154,19.54,18.82,18.41,0.0554,elliptical
181.673842,4.09657,16.74,16.28,15.94,0.001,spiral
180.895641,-0.313969,19.35,18.76,18.32,0.0625,spiral
178.146944,0.949951,17.15,16.91,16.58,0.0263,spiral
180.092184,2.188643,16.06,14.87,14.57,0.0035,elliptical
178.309031,3.954133,16.89,16.28,15.82,0.001,elliptical
182.430867,0.402405,18.06,17.66,17.31,0.0108,irregular
181.80818,-0.075401,17.23,17.16,17.03,0.028,spiral
181.732694,1.898058,16.5,15.61,14.93,0.001,elliptical
181.67728,2.718533,17.26,16.39,15.92,0.0452,elliptical
181.162341,2.41422,19.23,18.33,17.93,0.0217,spiral
178.809219,-0.147895,16.38,15.57,15.34,0.001,elliptical
179.909232,1.897008,19.14,18.23,17.8,0.0523,elliptical
181.737801,4.451433,17.68,17.05,16.66,0.0049,elliptical
182.153095,3.742519,15.69,15.3,15.27,0.0107,spiral
177.716154,3.756932,18.76,17.64,17.13,0.0837,elliptical
178.097263,2.29523,18.15,17.25,16.98,0.0577,spiral
181.198892,2.256315,15.79,15.06,14.54,0.0174,elliptical
182.006118,3.433876,19.91,19.58,19.36,0.0468,spiral
182.330581,2.753007,15.96,15.31,15.03,0.001,spiral
179.58708,0.823064,17.31,16.85,16.48,0.0146,irregular
178.653132,3.697614,16.54,15.46,15.17,0.0097,elliptical
179.918085,4.09975,17.2,16.23,15.79,0.0153,elliptical
179.944024,0.889019,18.39,18.29,17.59,0.0178,irregular
181.299289,1.356998,19.13,18.6,18.14,0.0166,irregular
181.791826,1.549725,19.01,18.31,18.04,0.0113,spiral
180.711181,3.268012,20.51,19.65,19.07,0.0602,dwarf
181.982854,2.276258,15.24,14.8,14.45,0.001,spiral
180.022964,1.679124,18.16,17.34,17.32,0.0076,elliptical
179.623026,2.91486,20.55,19.59,19.15,0.052,elliptical
180.108502,4.159549,16.47,15.66,15.16,0.001,elliptical
180.383947,0.154492,17.13,16.46,16.07,0.001,elliptical
181.816302,0.988475,19.19,18.69,18.27,0.0396,dwarf
179.894335,3.954889,17.18,16.46,16.08,0.017,elliptical
177.546783,1.635956,17.33,16.88,16.59,0.0125,irregular
178.50959,4.06832,17.22,16.41,16.09,0.001,spiral
178.117078,2.871661,16.18,15.64,15.58,0.001,irregular
182.30096,3.799881,16.73,15.78,15.34,0.001,elliptical
178.131183,-0.398824,18.43,17.92,17.57,0.0317,spiral
182.45601,3.929934,15.22,14.71,14.32,0.001,spiral
180.689516,0.2014,17.06,16.42,16.05,0.0094,elliptical
